texto,movilidad,oido,vista
"camino con mueletas, oigo genial pero hipersensibilidad a la luz.",0,1,2
camino bien aunque mi agudeza visual es correcta,1,1,1
orejas sensibles y tengo hiperactividad,2,2,1
veo lo estandar,1,1,1
tengo vision nula ademas no escucho nada camino muy lento.,0,0,0
oigo bien pero veo lo estandar camino perfectamente.,1,1,1
me molesta mucho la luz pero me muevo compulsivamente,2,1,2
"ando con muletas, por otro lado de la vista ando bien ademas oigo muy mal.",0,0,1
tengo necesidad constante de moverme,2,1,1
tengo sordera profunda,1,0,1
camino con baston,0,1,1
escucho las conversaciones sin problema,1,1,1
"tengo hiperacusia, por otro lado camino perfectamente",1,2,1
"veo lo estandar, por otro lado hiperaudicion pero me muevo compulsivamente.",2,2,1
pantallas muy brillantes me duelen,1,1,2
llevo lentillas y veo bien ademas no oigo nada aunque tengo tics motores.,2,0,1
veo perfectamente movilidad estandar,1,1,1
"ando cojo, sin sentido del oido aunque de la vista ando bien.",0,0,1
veo lo estandar,1,1,1
ojos sensibles. hiperaudicion,1,2,2
"pantallas muy brillantes me duelen, puedo andar sin problemas mi oido es normal.",1,1,2
me muevo compulsivamente,2,1,1
escucho las conversaciones sin problema,1,1,1
toy sordo aunque hipermovilidad,2,0,1
tengo sordera profunda,1,0,1
no me funcionan los oidos aunque dificultad severa para moverme,0,0,1
necesito espacio amplio aunque de la vista ando bien pero tengo hiperacusia.,2,2,1
no puedo subir escaleras,0,1,1
de la vista ando bien aunque tengo audicion normal pero hipermovilidad.,2,1,1
llevo lentillas y veo bien. tengo hipersensibilidad auditiva. puedo andar sin problemas.,1,2,1
"no veo casi nada, por otro lado los sonidos agudos me dan dolor de cabeza. sin problemas de movilidad.",1,2,0
los brillos me hacen daño en los ojos ademas invalido y no soporto el volumen alto.,0,2,2
mi movilidad es normal pero tengo ceguera total,1,1,0
sensible a pitidos pero tengo vision normal,1,2,1
uso gafas para leer pero ando cojo,0,1,1
ciego de nacimiento. tengo hipersensibilidad auditiva,1,2,0
ningun problema para caminar,1,1,1
escucho cero ademas me muevo con normalidad aunque mi agudeza visual es correcta.,1,0,1
mi agudeza visual es correcta,1,1,1
sensible a pitidos,1,2,1
no veo casi nada y mi oido es normal,1,1,0
"me fallan las piernas, luz solar me ciega aunque toy sordo.",0,0,2
tengo audicion nula no distingo formas ni colores,1,0,0
tengo audicion normal aunque llevo lentillas y veo bien ademas soy paralitico.,0,1,1
ningun problema para caminar y luz solar me ciega,1,1,2
no soporto el volumen alto,1,2,1
"no tengo problemas en los ojos movilidad estandar, por otro lado no soporto el volumen alto.",1,2,1
me muevo compulsivamente. sin problemas de oido,2,1,1
uso gafas para leer,1,1,1
movilidad estandar y tengo hiperacusia,1,2,1
"sin problemas de oido ademas no tengo piernas, ciego de nacimiento.",0,1,0
"sin problemas de vista, por otro lado tengo sordera profunda",1,0,1
hiperaudicion,1,2,1
llevo lentillas y veo bien. mi oido es normal,1,1,1
tengo audicion normal,1,1,1
no oigo ni papa,1,0,1
hipersensibilidad a la luz,1,1,2
el ruido fuerte me daña,1,2,1
ando bien de las piernas y escucho cero ademas pantallas muy brillantes me duelen.,1,0,2
tengo muy poca vision,1,1,0
sordo total ademas ciego de nacimiento aunque me muevo con normalidad.,1,0,0
"necesidad de moverme siempre, por otro lado no oigo nada",2,0,1
dolor de ojos,1,1,0
"necesidad de moverme siempre y veo lo estandar, por otro lado ruido ambiental me agobia.",2,2,1
ruido ambiental me agobia aunque llevo lentillas y veo bien aunque movilidad estandar.,1,2,1
ruido ambiental me agobia ademas llevo lentillas y veo bien ademas voy en silla.,0,2,1
no me funcionan los ojos y tengo necesidad constante de moverme ademas oido demasiado sensible.,2,2,0
no me funcionan los oidos aunque tengo necesidad constante de moverme,2,0,1
"escucho cero, necesito espacio amplio",2,0,1
ningun problema para caminar pero escucho las conversaciones sin problema aunque he perdido la vista.,1,1,0
tengo audicion normal,1,1,1
tengo audicion nula hipersensibilidad a la luz,1,0,2
necesito ambiente oscuro,1,1,2
tengo vision normal,1,1,1
sin problemas de movilidad,1,1,1
sin problemas de movilidad. veo todo muy borroso,1,1,0
"veo todo muy borroso, por otro lado dificultad severa para moverme, los sonidos agudos me dan dolor de cabeza.",0,2,0
"camino con mueletas, los brillos me hacen daño en los ojos, por otro lado audicion sin problemas.",0,1,2
hipersensibilidad a la luz,1,1,2
el ruido fuerte me daña,1,2,1
"sin sentido del oido, soy ciego parcialmente",1,0,0
tengo tdah pero ruido ambiental me agobia,2,2,1
sin problemas de vista y estoy postrado y tengo audicion normal.,0,1,1
"veo bien, tengo audicion normal",1,1,1
sufro tdah ademas escucho perfectamente ademas hipersensibilidad a la luz.,2,1,2
"me fallan las piernas ademas me molesta mucho la luz, oigo bien.",0,1,2
sensible a pitidos,1,2,1
tengo audicion normal,1,1,1
sufro tdah y veo destellos constantemente,2,1,2
necesito espacio amplio ademas tengo audicion normal,2,1,1
veo perfectamente y camino bien ademas oido demasiado sensible.,1,2,1
"escucho los ruidos demasiado fuertes, no tengo piernas. soy tuerto.",0,2,0
necesito espacio amplio,2,1,1
tengo muy poca audicion,1,0,1
sin problemas de movilidad aunque sordo total,1,0,1
inquietud motora extrema,2,1,1
necesito espacio amplio y no soporto las luces brillantes,2,1,2
tengo tdah,2,1,1
"sin problemas de oido, por otro lado no me funcionan los ojos. camino perfectamente.",1,1,0
no me funcionan los ojos ademas no me funcionan los oidos,1,0,0
hipermovilidad,2,1,1
"sin problemas de movilidad. orejas sensibles, tengo hipersensibilidad visual.",1,2,2
ciego de nacimiento soy sordo,1,0,0
tengo hiperactividad aunque oigo genial y no me funcionan los ojos.,2,1,0
me muevo con normalidad,1,1,1
tengo dolor ocular ademas ando bien de las piernas ademas oigo bien.,1,1,0
tengo audicion normal,1,1,1
los sonidos agudos me dan dolor de cabeza ademas ando con muletas,0,2,1
ningun problema para caminar. veo perfectamente,1,1,1
he perdido la vista,1,1,0
no tengo problemas en los ojos,1,1,1
voy en silla y mi vista es normal. ruido ambiental me agobia.,0,2,1
oigo muy mal,1,0,1
tengo muy poca audicion y hipervision,1,0,2
me molesta mucho la luz y tengo hiperacusia,1,2,2
camino perfectamente,1,1,1
luz solar me ciega,1,1,2
mi movilidad es normal ademas llevo lentillas y veo bien,1,1,1
no veo nada ademas sin problemas de oido,1,1,0
"tengo hipersensibilidad auditiva y tengo tdah, por otro lado tengo hipersensibilidad visual.",2,2,2
camino muy lento,0,1,1
me muevo con normalidad y tengo muy poca vision pero los sonidos agudos me dan dolor de cabeza.,1,2,0
no puedo andar y toy sordo,0,0,1
escucho cero ademas no soporto las luces brillantes soy paraplejico.,0,0,2
uso gafas para leer aunque no escucho nada pero camino muy lento.,0,0,1
tengo hiperacusia pero sin problemas de movilidad y sin problemas de vista.,1,2,1
me muevo compulsivamente uso gafas para leer ademas escucho todo muy apagado.,2,0,1
tengo hiperactividad,2,1,1
tengo vision nula,1,1,0
hiperaudicion aunque diagnosticado de tdah y sin problemas de vista.,2,2,1
llevo lentillas y veo bien y no puedo caminar no oigo nada.,0,0,1
audicion sin problemas,1,1,1
camino bien,1,1,1
escucho todo muy apagado,1,0,1
estoy inmovilizado,0,1,1
no tengo piernas mi oido es normal ademas todo ok con la vista.,0,1,1
tengo hiperacusia pero diagnosticado de tdah,2,2,1
oido demasiado sensible,1,2,1
ciego de nacimiento ademas tengo tics motores y audicion sin problemas.,2,1,0
tengo dolor ocular,1,1,0
sin problemas de vista,1,1,1
camino muy lento y vista de aguila tengo audicion nula.,0,0,2
tengo audicion normal pero tengo movilidad muy reducida,0,1,1
no puedo mover las piernas ademas ciego de nacimiento,0,1,0
sin problemas de oido,1,1,1
tengo tdah,2,1,1
los brillos me hacen daño en los ojos y me muevo con normalidad,1,1,2
"tengo hiperacusia, por otro lado ningun problema para caminar",1,2,1
no veo en absoluto. estoy postrado aunque audicion sin problemas.,0,1,0
no soporto estar atrapado y ciego de nacimiento,2,1,0
tengo necesidad constante de moverme aunque veo lo estandar de oido ando perfecto.,2,1,1
no oigo ni papa,1,0,1
todo ok con la vista aunque me cuesta mucho caminar,0,1,1
la luz me deslumbra demasiado,1,1,2
"no tengo problemas en los ojos, por otro lado voy en silla, escucho perfectamente.",0,1,1
tengo tdah,2,1,1
sin problemas de movilidad,1,1,1
uso gafas para leer el ruido fuerte me daña,1,2,1
"estoy postrado, escucho perfectamente tengo vision normal.",0,1,1
no soporto estar atrapado,2,1,1
oigo bien,1,1,1
tengo hiperactividad y oigo bien,2,1,1
de la vista ando bien. oigo muy mal,1,0,1
me fallan las piernas,0,1,1
estoy inmovilizado,0,1,1
"ando bien de las piernas, tengo vision nula",1,1,0
"hiperaudicion, no me puedo quedar quieto",2,2,1
"no puedo subir escaleras, por otro lado veo lo estandar",0,1,1
"oigo muy mal, por otro lado veo perfectamente",1,0,1
de la vista ando bien ademas no puedo caminar,0,1,1
"oido demasiado sensible, por otro lado mi vista es normal ademas tengo hiperactividad.",2,2,1
"necesidad de moverme siempre, por otro lado sensible a pitidos. tengo fotofobia.",2,2,2
escucho perfectamente,1,1,1
"no puedo subir escaleras, sin problemas de oido",0,1,1
no soporto estar atrapado dolor de ojos,2,1,0
soy tuerto aunque no soporto el volumen alto,1,2,0
"sordo total, por otro lado hipervision",1,0,2
voy en silla,0,1,1
"tengo vision nula, por otro lado no me puedo quedar quieto",2,1,0
soy hiperactivo,2,1,1
escucho cero,1,0,1
tapon en el oido,1,0,1
tengo muy poca vision. sin problemas de oido pero ningun problema para caminar.,1,1,0
necesidad de moverme siempre pero no oigo ni papa,2,0,1
casi no tengo vista,1,1,0
me molesta mucho la luz,1,1,2
toy sordo pero tengo tics motores,2,0,1
"ruido ambiental me agobia, por otro lado tengo hiperactividad y casi no tengo vista.",2,2,0
tengo necesidad constante de moverme. audicion sin problemas pero veo lo estandar.,2,1,1
no tengo piernas pero dolor de ojos tengo muy poca audicion.,0,0,0
soy paraplejico,0,1,1
me cuesta mucho caminar,0,1,1
audicion sin problemas pero sin problemas de vista pero ando en silla de ruedas.,0,1,1
"camino perfectamente y de oido ando perfecto, por otro lado los brillos me hacen daño en los ojos.",1,1,2
mi movilidad es normal,1,1,1
diagnosticado de tdah,2,1,1
"ningun problema para caminar, por otro lado escucho los ruidos demasiado fuertes",1,2,1
no tengo piernas,0,1,1
la luz me deslumbra demasiado ademas oido demasiado sensible,1,2,2
"tengo audicion normal, por otro lado veo perfectamente",1,1,1
tengo vision normal pero ruido ambiental me agobia,1,2,1
no tengo piernas tengo hiperacusia,0,2,1
sensible a pitidos,1,2,1
hiperaudicion ademas no soporto las luces brillantes,1,2,2
"tengo hipersensibilidad auditiva, por otro lado luz solar me ciega",1,2,2
ando cojo aunque me duele el ojo y de oido ando perfecto.,0,1,0
"oigo genial, por otro lado ando bien de las piernas pero no tengo ojos.",1,1,0
invalido aunque oigo genial y todo ok con la vista.,0,1,1
oigo bien,1,1,1
sin problemas de oido ademas mi agudeza visual es correcta ademas me muevo con normalidad.,1,1,1
no tengo problemas en los ojos,1,1,1
hipervision. tengo hipersensibilidad auditiva y ando cojo.,0,2,2
los sonidos agudos me dan dolor de cabeza pero no tengo piernas. he perdido la vista.,0,2,0
escucho perfectamente,1,1,1
"ciego de nacimiento, soy paraplejico",0,1,0
soy sordo llevo lentillas y veo bien,1,0,1
la luz me deslumbra demasiado,1,1,2
casi no tengo vista,1,1,0
tengo ceguera total,1,1,0
mi agudeza visual es correcta pero voy en silla,0,1,1
luz solar me ciega mi oido es normal,1,1,2
"escucho cero, vista de aguila",1,0,2
camino bien,1,1,1
tengo movilidad muy reducida,0,1,1
escucho cero pero inquietud motora extrema,2,0,1
"no veo nada, audicion sin problemas",1,1,0
no oigo nada. me muevo con normalidad y todo ok con la vista.,1,0,1
uso gafas para leer ademas me molestan mucho los ruidos,1,2,1
"camino muy lento, veo perfectamente, toy sordo.",0,0,1
soy tuerto aunque inquietud motora extrema,2,1,0
mi movilidad es normal,1,1,1
necesidad de moverme siempre ademas luz solar me ciega,2,1,2
"veo perfectamente, por otro lado tengo tics motores",2,1,1
"tengo dolor ocular, por otro lado camino con baston",0,1,0
no oigo nada y veo lo estandar,1,0,1
"tengo vision normal, tengo movilidad muy reducida",0,1,1
tengo audicion nula,1,0,1
orejas sensibles,1,2,1
escucho los ruidos demasiado fuertes ademas ando cojo,0,2,1
mi agudeza visual es correcta,1,1,1
escucho cero,1,0,1
"todo ok con la vista pero orejas sensibles, por otro lado no soporto estar atrapado.",2,2,1
ando cojo. oigo muy mal,0,0,1
"veo destellos constantemente, invalido",0,1,2
"de la vista ando bien, por otro lado ando cojo",0,1,1
audicion sin problemas y llevo lentillas y veo bien,1,1,1
casi no tengo vista,1,1,0
sin problemas de movilidad,1,1,1
soy sordo pero hipermovilidad,2,0,1
tengo tdah,2,1,1
tengo audicion normal,1,1,1
me molestan mucho los ruidos,1,2,1
camino con mueletas ademas ciego de nacimiento,0,1,0
soy ciego parcialmente,1,1,0
mi oido es normal pero ningun problema para caminar ademas tengo vision normal.,1,1,1
"camino bien y de la vista ando bien, por otro lado oigo bien.",1,1,1
toy sordo,1,0,1
veo muy mal,1,1,0
"invalido, por otro lado tengo ceguera total",0,1,0
"escucho perfectamente, me muevo con normalidad, todo ok con la vista.",1,1,1
dolor de ojos y invalido,0,1,0
"tengo hiperacusia, hipermovilidad, por otro lado uso gafas para leer.",2,2,1
movilidad estandar,1,1,1
"ningun problema para caminar, oigo bien",1,1,1
"tapon en el oido, por otro lado tengo tdah pero no veo casi nada.",2,0,0
necesito espacio amplio y tengo muy poca audicion,2,0,1
dolor de ojos camino bien ademas sin problemas de oido.,1,1,0
ando bien de las piernas y ojos sensibles,1,1,2
"escucho las conversaciones sin problema pero hipermovilidad, por otro lado luz solar me ciega.",2,1,2
soy tuerto. mi movilidad es normal,1,1,0
estoy postrado,0,1,1
no veo casi nada,1,1,0
audicion sin problemas ademas hipervision pero no puedo andar.,0,1,2
escucho perfectamente. tengo necesidad constante de moverme ademas llevo lentillas y veo bien.,2,1,1
"llevo lentillas y veo bien, por otro lado me cuesta mucho caminar",0,1,1
hipersensibilidad a la luz,1,1,2
dificultad severa para moverme,0,1,1
dolor de ojos,1,1,0
puedo andar sin problemas ademas veo destellos constantemente,1,1,2
oigo bien,1,1,1
veo lo estandar. no me funcionan los oidos. me muevo con normalidad.,1,0,1
no oigo nada pero no veo casi nada,1,0,0
tengo muy poca audicion,1,0,1
"ningun problema para caminar, uso lenguaje de senas pero no veo nada.",1,0,0
inquietud motora extrema pero tengo dolor ocular,2,1,0
"tengo audicion normal, por otro lado ningun problema para caminar",1,1,1
"escucho los ruidos demasiado fuertes, por otro lado veo destellos constantemente",1,2,2
uso lenguaje de senas ademas tengo tics motores,2,0,1
mi oido es normal. la luz me deslumbra demasiado,1,1,2
escucho los ruidos demasiado fuertes necesito ambiente oscuro,1,2,2
tengo fotofobia y oigo genial,1,1,2
no tengo piernas,0,1,1
me molestan mucho los ruidos,1,2,1
"ando bien de las piernas, sin problemas de vista",1,1,1
uso lenguaje de senas,1,0,1
"movilidad estandar, por otro lado audicion sin problemas pero casi no tengo vista.",1,1,0
tengo necesidad constante de moverme y llevo lentillas y veo bien. oigo bien.,2,1,1
tapon en el oido,1,0,1
luz solar me ciega,1,1,2
inquietud motora extrema y me molestan mucho los ruidos aunque veo lo estandar.,2,2,1
uso gafas para leer,1,1,1
soy paralitico ademas los brillos me hacen daño en los ojos y no soporto el volumen alto.,0,2,2
los sonidos agudos me dan dolor de cabeza pero no tengo problemas en los ojos pero puedo andar sin problemas.,1,2,1
"tengo audicion normal, por otro lado puedo andar sin problemas veo bien.",1,1,1
uso baston para ciegos,1,1,0
escucho las conversaciones sin problema ademas inquietud motora extrema,2,1,1
ando bien de las piernas,1,1,1
escucho cero,1,0,1
"camino bien, por otro lado ojos sensibles",1,1,2
luz solar me ciega,1,1,2
tengo muy poca vision y no soporto el volumen alto,1,2,0
"mi oido es normal pero diagnosticado de tdah, veo todo muy borroso.",2,1,0
oigo genial pero inquietud motora extrema,2,1,1
invalido,0,1,1
ando en silla de ruedas,0,1,1
no soporto las luces brillantes aunque movilidad estandar,1,1,2
tengo hipersensibilidad auditiva,1,2,1
veo perfectamente,1,1,1
orejas sensibles pero vista de aguila,1,2,2
tengo hiperactividad soy sordo y veo perfectamente.,2,0,1
el ruido fuerte me daña,1,2,1
ruido ambiental me agobia y tengo hipersensibilidad visual ademas no soporto estar atrapado.,2,2,2
no puedo caminar,0,1,1
ningun problema para caminar,1,1,1
